StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2_1,Q1.3_1,Q2.1,Q2.2,Q3.1_1,Q3.2_1,Q4.1,Q4.2,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5,Q5.6_1,Q5.7,Q5.8_1,Q6.1_1,Q6.1_2,Q6.1_3,Q6.1_4,Q6.1_5,Q6.1_6,Q6.1_7,Q6.1_8,Q6.1_9,Q6.1_10,Q6.1_11,Q6.1_12,Q6.2_1,Q6.2_2,Q6.2_3,Q6.2_4,Q6.2_5,Q6.2_6,Q6.2_7,Q6.2_8,Q6.2_9,Q6.2_10,Q6.2_11,Q6.2_12,Q6.2_13,Q6.3_1,Q6.3_2,Q6.3_3,Q6.3_4,Q6.3_5,Q6.3_6,Q6.3_7,Q6.3_8,Q6.3_9,Q6.3_10,Q6.3_11,Q6.3_12,Q6.3_13,Q6.3_14,Q6.3_15,Q6.4_1,Q6.4_2,Q6.4_3,Q6.4_4,Q6.4_5,Q6.4_6,Q6.4_7,Q6.4_8,Q6.4_9,Q6.4_10,Q6.4_11,Q6.4_12,SC0,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,SC11,SC12,SC13,SC14,SC15,SC16,SC17,MO503Section,UMID,last2,Uniqname,FirstName,LastName,Email
10/15/20 8:53,10/15/20 16:00,0,166.216.158.26,100,25639,1,10/15/20 16:00,R_31LdoFZajPmHEJf,,,,,38.00309753,-121.9171982,anonymous,EN,8195,10000,1,,,90,1,,2,6,3,5,2,25,1,25,3,7,7,3,3,7,7,5,3,7,7,7,6,7,3,7,3,6,4,6,3,3,7,5,5,6,3,7,7,3,7,6,5,5,6,6,5,5,2,5,5,3,5,6,3,5,3,5,5,5,5,5,168,36,34,6,3,3,4,3,7,5,10,14,19,15,20,19,25,11,3,,95,,Student9,Last9,Student9@umich.edu
10/15/20 13:47,10/15/20 16:31,0,76.214.138.54,100,9800,1,10/15/20 16:31,R_2cbIpb4J5WICkNy,,,,,42.28070068,-83.78009796,anonymous,EN,694,20000,,2,,130,1,,3,6,2,3,2,28,1,80,6,6,6,7,6,6,7,4,6,7,7,7,3,7,3,6,5,6,6,4,5,7,7,7,7,3,3,7,7,3,5,6,6,4,7,7,7,5,2,4,6,6,7,7,3,1,1,2,2,2,2,2,161,38,37,3,3,5,6,5,7,7,9,10,20,18,19,26,10,5,6,,94,,Student10,Last10,Student10@umich.edu
10/15/20 16:17,10/15/20 16:34,0,68.32.74.246,100,984,1,10/15/20 16:34,R_2OIlrVSBch2o33c,,,,,42.28070068,-83.78009796,anonymous,EN,3384,350,1,,,130,,2,3,5,2,3,2,40,1,65,5,5,5,6,4,6,4,3,5,4,4,5,4,5,5,4,2,5,5,3,4,5,6,6,6,5,3,6,5,4,6,3,6,5,7,5,5,6,2,5,6,5,5,6,4,3,5,3,4,4,3,3,161,25,28,4,5,2,5,4,6,6,10,14,13,17,19,22,17,12,1,,84,,Student11,Last11,Student11@umich.edu
10/15/20 18:04,10/15/20 18:28,0,35.1.226.101,100,1436,1,10/15/20 18:28,R_3kb0afkZLWAd4NT,,,,,42.27090454,-83.72679901,anonymous,EN,8201,500,1,,70,,1,,2,4,2,3,2,0.3,1,70,6,5,6,5,4,4,7,6,5,6,7,7,2,6,5,6,6,7,6,5,6,5,7,6,6,6,2,7,6,4,4,5,6,5,6,6,3,5,2,4,2,5,6,5,2,3,3,6,5,6,5,4,159,38,35,2,5,6,6,6,7,6,8,15,17,14,17,18,26,8,6,,1,,Student12,Last12,Student12@umich.edu
10/15/20 17:51,10/15/20 18:42,0,73.145.162.184,100,3062,1,10/15/20 18:42,R_2WP5JmBrVHG3oxi,,,,,42.28070068,-83.78009796,anonymous,EN,1365,200,,1,110,,1,,2,3,3,2,2,30,1,75,5,6,3,5,3,6,7,5,7,7,7,7,3,7,4,7,4,6,7,6,6,5,7,6,7,2,3,6,6,2,6,4,6,2,7,6,2,1,3,5,6,5,6,6,4,5,3,7,5,5,6,3,157,40,37,3,4,4,7,6,7,7,11,6,16,9,19,23,26,12,4,,65,,Student13,Last13,Student13@umich.edu
10/13/20 17:02,10/16/20 15:22,0,50.205.14.135,100,253209,1,10/16/20 15:22,R_3NwY1uutqUrEmzD,,,,,42.27090454,-83.72679901,anonymous,EN,594,1000,1,,,120,,2,1,7,3,5,2,20,2,50,5,6,6,6,4,6,6,3,6,6,6,6,3,6,5,6,6,6,6,3,6,6,6,6,6,6,3,5,6,6,6,6,6,3,6,6,6,5,2,3,6,5,6,5,5,4,4,5,5,5,4,5,173,33,33,3,5,6,6,6,6,6,8,15,18,17,17,22,24,13,3,,94,,Student14,Last14,Student14@umich.edu
10/16/20 16:13,10/16/20 16:19,0,73.144.198.167,100,379,1,10/16/20 16:19,R_2v65CSwI7BDbU5H,,,,,42.27090454,-83.72679901,anonymous,EN,5343,5000,,1,95,,,1,2,4,3,5,2,25,1,60,6,6,4,5,3,4,6,2,5,7,7,7,4,6,5,4,4,6,3,5,5,6,7,7,7,7,2,7,6,7,6,4,7,7,6,5,6,7,3,5,6,7,5,6,4,1,1,5,5,4,4,2,170,34,34,4,5,4,3,5,7,7,10,21,15,20,19,24,20,6,1,,43,,Student15,Last15,Student15@umich.edu
10/16/20 20:35,10/16/20 20:47,0,76.214.138.189,100,755,1,10/16/20 20:47,R_2WZ4RTDxw6Xg9JA,,,,,42.28070068,-83.78009796,anonymous,EN,9804,30000,,1,,120,1,,3,6,2,5,1,15,2,35,3,6,5,5,2,6,5,5,4,6,6,5,3,7,6,6,4,6,5,5,4,5,5,6,6,5,5,6,6,5,6,5,6,6,6,6,6,5,2,5,2,3,4,4,4,5,3,6,5,5,5,5,164,31,35,3,6,4,5,4,5,6,12,16,17,17,18,13,26,12,3,,4,,Student16,Last16,Student16@umich.edu
10/17/20 8:38,10/17/20 8:50,0,68.32.76.105,100,723,1,10/17/20 8:50,R_1FR4E8Fnj0slkNB,,,,,42.28070068,-83.78009796,anonymous,EN,1910,5000,2,,150,,2,,3,6,4,5,1,15,1,5,6,6,5,6,4,6,7,4,5,4,6,7,5,6,5,7,3,5,4,6,5,5,7,6,6,3,5,6,5,3,6,5,3,3,7,6,5,3,3,4,5,5,6,6,3,5,3,5,4,5,3,2,158,33,35,5,5,3,4,5,7,6,12,9,16,11,19,22,19,11,6,,10,,Student17,Last17,Student17@umich.edu
10/17/20 8:57,10/17/20 9:11,0,67.194.236.242,100,815,1,10/17/20 9:11,R_8CWQIcEuvmUORfb,,,,,42.30679321,-83.7059021,anonymous,EN,9061,3000,,2,,100,,1,1,6,5,4,2,40,1,70,3,6,7,5,5,6,7,6,3,6,2,6,5,7,4,6,5,7,6,7,7,6,6,6,6,5,2,5,4,5,6,6,7,7,5,5,5,7,3,5,3,3,3,5,5,5,5,6,6,6,6,6,174,30,39,5,4,5,6,7,6,6,10,17,15,19,16,14,30,15,2,,61,,Student18,Last18,Student18@umich.edu
10/14/20 22:25,10/17/20 10:41,0,68.49.110.49,100,216965,1,10/17/20 10:41,R_1F8TxxGMl3CVeO0,,,,,42.28070068,-83.78009796,anonymous,EN,4946,9772,2,,150,,2,,2,5,4,3,2,25,1,75,4,6,7,6,4,5,6,4,3,5,5,5,6,7,5,6,5,5,5,5,3,5,5,6,5,6,4,5,5,5,5,6,6,3,6,4,6,3,5,5,5,5,5,6,2,5,4,6,6,6,5,5,171,28,34,6,5,5,5,3,5,5,14,14,15,15,16,21,28,11,5,,46,,Student19,Last19,Student19@umich.edu
10/17/20 14:20,10/17/20 14:38,0,34.99.94.199,100,1079,1,10/17/20 14:38,R_1DFFJmAC4v89cTQ,,,,,29.77200317,-95.36440277,anonymous,EN,714,50000,2,,,110,,1,1,7,2,7,1,18,1,50,4,5,7,5,3,5,7,3,6,7,7,6,3,6,5,5,4,6,7,5,6,6,6,5,7,6,1,7,5,5,5,6,7,6,7,6,7,6,1,2,5,3,6,5,5,7,4,5,6,6,5,4,174,36,33,3,5,4,7,6,6,7,4,17,17,20,19,19,26,16,3,,14,,Student20,Last20,Student20@umich.edu
10/13/20 12:29,10/17/20 16:36,0,67.194.239.186,100,360386,1,10/17/20 16:36,R_2frGov8XGU106XE,,,,,42.30679321,-83.7059021,anonymous,EN,1672,1000,,1,80,,1,,2,4,5,5,2,5,1,90,5,6,6,4,4,5,6,4,6,7,6,6,5,5,5,5,4,5,5,5,3,3,5,3,4,2,4,5,4,3,5,5,5,3,5,3,4,3,5,3,6,5,5,5,5,4,3,4,4,4,3,3,144,35,26,5,5,4,5,3,5,4,12,8,12,12,15,21,18,12,5,,72,,Student21,Last21,Student21@umich.edu
10/18/20 11:21,10/18/20 11:39,0,68.37.205.170,100,1050,1,10/18/20 11:39,R_3efy6wh389NzUvq,,,,,42.28070068,-83.78009796,anonymous,EN,8383,6300,,1,,125,,2,1,4,4,3,2,50,1,66,6,7,5,6,4,7,7,3,4,7,7,6,4,7,5,6,2,4,2,3,2,5,6,7,4,1,6,7,7,2,6,5,5,2,7,7,2,2,1,6,6,4,5,4,2,2,1,2,2,1,1,1,136,34,32,4,5,2,2,2,6,4,13,5,19,9,20,19,7,5,4,,83,,Student22,Last22,Student22@umich.edu
10/18/20 15:24,10/18/20 15:31,0,73.144.58.255,100,444,1,10/18/20 15:31,R_VW25qls2M6mq6zf,,,,,42.27090454,-83.72679901,anonymous,EN,1103,67000,1,,,115,1,,2,5,2,4,2,0,2,32,2,7,7,3,6,7,5,7,3,7,2,2,7,5,3,6,2,7,2,7,4,5,7,7,4,1,7,4,3,3,5,5,5,2,2,2,2,5,1,7,6,6,7,7,7,4,4,4,4,3,2,5,149,26,37,7,3,2,2,4,7,4,15,6,10,12,11,26,18,15,1,,3,,Student23,Last23,Student23@umich.edu
10/18/20 16:49,10/18/20 17:00,0,108.254.161.186,100,662,1,10/18/20 17:00,R_2R8IkvDIT2JUQlZ,,,,,42.28070068,-83.78009796,anonymous,EN,6577,5000,,1,112,,,1,1,5,3,5,1,125,1,75,5,4,6,7,4,5,7,7,7,7,5,7,4,7,3,7,3,7,5,4,3,7,7,7,6,3,3,7,7,5,5,4,7,6,6,6,6,5,1,1,7,7,7,7,1,1,1,7,4,1,1,1,154,40,39,4,3,3,5,3,7,6,5,14,17,18,18,28,14,3,5,,77,,Student24,Last24,Student24@umich.edu
10/18/20 20:45,10/18/20 20:52,0,76.214.138.112,100,420,1,10/18/20 20:52,R_2eXcTYjDtjbeHXl,,,,,42.28070068,-83.78009796,anonymous,EN,9318,10000,1,,130,,1,,3,5,3,4,2,12,1,30,5,7,6,5,4,7,7,6,7,7,7,7,5,6,3,5,5,5,6,7,4,5,7,7,7,3,5,7,7,2,7,5,6,2,7,6,5,3,2,6,4,7,5,7,4,2,1,5,5,6,6,4,170,41,35,5,3,5,6,4,7,7,13,7,18,14,21,23,26,7,1,,18,,Student25,Last25,Student25@umich.edu
10/18/20 21:22,10/18/20 21:30,0,24.128.155.106,100,443,1,10/18/20 21:30,R_1IzxLd2dpJ0se3C,,,,,41.90530396,-83.47599792,anonymous,EN,9978,500,1,,,110,,2,3,7,2,6,2,20,1,80,7,7,5,6,6,7,7,5,5,7,6,7,6,7,4,5,2,4,3,5,5,7,7,6,6,1,7,6,7,2,7,6,5,3,6,6,2,1,2,6,6,5,7,6,5,4,3,5,4,5,3,2,166,37,34,6,4,2,3,5,7,6,15,6,19,8,19,24,19,12,1,,78,,Student26,Last26,Student26@umich.edu
10/18/20 22:04,10/18/20 22:12,0,96.44.28.111,100,501,1,10/18/20 22:12,R_1F5Q3FUXtu0GE54,,,,,42.27090454,-83.72679901,anonymous,EN,2499,20000,,1,100,,,1,2,6,4,5,2,20,2,85,5,6,6,6,5,5,7,4,6,7,4,7,6,7,5,6,7,7,6,6,7,6,5,6,7,3,5,6,5,4,5,5,5,5,6,7,7,7,6,5,6,7,7,6,5,7,6,3,2,3,2,4,179,35,38,6,5,7,6,7,5,7,16,12,17,19,17,26,14,18,3,,99,,Student27,Last27,Student27@umich.edu
10/18/20 22:06,10/18/20 22:15,0,96.92.34.9,100,557,1,10/18/20 22:15,R_390ztZS3fvQe0pP,,,,,42.27090454,-83.72679901,anonymous,EN,884,9000,1,,,200,1,,2,7,3,3,2,35,2,30,3,7,7,5,3,7,5,3,5,5,5,6,3,7,5,6,3,5,2,5,6,6,6,6,7,2,5,5,6,3,5,5,6,3,5,7,1,3,1,4,5,5,5,4,3,1,1,6,5,5,4,3,147,29,35,3,5,3,2,6,6,7,10,8,18,10,15,19,23,5,1,,84,,Student28,Last28,Student28@umich.edu
10/17/20 10:18,10/18/20 22:32,0,173.56.6.196,100,130460,1,10/18/20 22:32,R_3CW32YaUT8CKoXv,,,,,40.65370178,-73.71510315,anonymous,EN,5879,5000,,1,,200,,1,2,6,3,3,2,20,1,65,6,7,6,6,2,6,6,5,7,6,5,7,5,5,6,6,2,6,5,6,5,5,5,6,6,6,3,6,6,5,5,4,4,6,6,6,4,5,2,3,7,5,6,6,4,3,3,2,2,2,2,2,154,36,34,5,6,2,5,5,5,6,8,17,16,13,17,24,10,10,6,,79,,Student29,Last29,Student29@umich.edu
10/19/20 7:37,10/19/20 9:04,0,76.214.139.10,100,5246,1,10/19/20 9:04,R_ZlZNkUiJ5E8lY7T,,,,,42.28070068,-83.78009796,anonymous,EN,6380,1500,1,,150,,2,,2,6,4,2,2,40,1,30,3,6,6,5,2,7,3,5,3,3,5,6,2,7,7,6,7,6,6,6,6,7,7,7,5,5,3,6,7,4,5,6,4,3,6,6,5,4,5,3,3,7,6,5,5,5,3,7,6,6,6,5,170,25,39,2,7,7,6,6,7,5,11,12,19,13,17,21,30,13,3,,80,,Student30,Last30,Student30@umich.edu
10/19/20 12:26,10/19/20 12:33,0,76.214.139.18,100,403,1,10/19/20 12:33,R_ALEW3iWcgRcPVx7,,,,,42.28070068,-83.78009796,anonymous,EN,2306,10000,,1,,100,1,,2,7,3,3,1,12,2,70,3,3,5,4,4,6,6,6,4,5,5,5,4,6,5,6,5,4,6,5,6,4,5,5,3,2,6,4,5,2,4,4,3,2,4,5,4,2,2,4,5,5,5,4,5,3,2,3,3,3,3,3,125,31,30,4,5,5,6,6,5,3,12,6,14,9,12,19,15,10,2,,6,,Student31,Last31,Student31@umich.edu
10/19/20 13:38,10/19/20 13:55,0,68.32.74.246,100,1031,1,10/19/20 13:55,R_2VIK2jWI6JU4AMh,,,,,42.28070068,-83.78009796,anonymous,EN,3885,8000,1,,140,,,2,1,5,4,6,2,20,2,20,3,3,5,3,4,5,6,5,3,5,6,6,2,6,5,4,4,5,5,5,4,6,6,5,5,4,5,6,5,4,5,5,3,2,6,4,4,3,4,6,5,3,6,5,3,3,3,5,5,5,5,5,147,31,31,2,5,4,5,4,6,5,15,10,14,10,17,19,25,9,2,,85,,Student32,Last32,Student32@umich.edu
10/19/20 13:48,10/19/20 13:57,0,50.205.14.135,100,554,1,10/19/20 13:57,R_1K0APLHpWYulD50,,,,,42.27090454,-83.72679901,anonymous,EN,9789,10000,,1,175,,1,,3,2,3,7,2,30,1,75,2,4,6,6,3,7,7,3,4,5,5,7,5,5,5,6,7,6,7,3,5,5,7,7,5,5,6,6,4,2,4,4,5,4,5,5,5,2,3,2,5,6,7,6,5,5,5,2,2,3,2,1,144,31,32,5,5,7,7,5,7,5,11,11,13,12,15,24,10,15,5,,89,,Student33,Last33,Student33@umich.edu
10/19/20 13:59,10/19/20 14:08,0,73.144.58.219,100,514,1,10/19/20 14:08,R_231StzrtXqWRhga,,,,,42.27090454,-83.72679901,anonymous,EN,7549,3500,,1,,85,,2,2,7,4,7,2,25,1,50,5,6,3,5,6,5,7,6,6,6,6,6,3,5,3,6,3,5,3,5,3,5,7,6,6,3,6,5,3,3,5,5,3,1,5,5,5,1,4,7,5,5,3,3,2,1,1,5,5,5,5,5,142,37,32,3,3,3,3,3,7,6,17,7,13,9,15,16,25,4,6,,49,,Student34,Last34,Student34@umich.edu
10/19/20 14:06,10/19/20 14:16,0,68.40.186.30,100,631,1,10/19/20 14:16,R_2YkOUE6zBEBAcji,,,,,42.28070068,-83.78009796,anonymous,EN,4315,17000,1,,150,,2,,1,6,3,7,2,13,1,40,3,3,6,5,4,3,7,4,5,7,4,7,3,6,4,5,5,3,2,2,2,5,6,4,6,3,6,6,4,2,6,5,6,4,5,3,5,3,3,4,3,4,6,3,2,2,2,6,4,3,4,3,137,34,25,3,4,5,2,2,6,6,13,9,12,14,17,16,20,6,5,,15,,Student35,Last35,Student35@umich.edu
10/19/20 14:10,10/19/20 14:40,0,73.145.174.167,100,1816,1,10/19/20 14:40,R_xiwcAclFhvG9HTX,,,,,42.28070068,-83.78009796,anonymous,EN,9626,125,,2,,125,,2,3,7,2,4,1,50,2,23,3,4,2,5,2,6,5,5,3,7,7,6,3,6,2,4,3,6,2,6,5,5,7,6,5,3,5,6,6,5,5,3,3,3,6,6,5,3,1,3,6,6,6,6,5,2,3,3,3,3,4,3,140,33,33,3,2,3,2,5,7,5,9,11,15,11,17,24,16,10,3,,26,,Student36,Last36,Student36@umich.edu
10/19/20 14:33,10/19/20 14:47,0,73.144.63.109,100,878,1,10/19/20 14:47,R_1F3tkyFOG5pmxoi,,,,,42.27090454,-83.72679901,anonymous,EN,5984,5000,1,,175,,1,,2,7,4,7,2,40,1,30,6,5,3,5,2,6,6,6,6,6,5,6,3,7,5,3,2,5,3,3,5,5,6,6,5,3,3,5,4,3,6,3,5,3,6,6,2,3,1,5,3,5,4,5,2,2,2,5,3,5,5,6,137,35,29,3,5,2,3,5,6,5,9,9,13,10,17,17,24,6,5,,84,,Student37,Last37,Student37@umich.edu
10/19/20 10:18,10/19/20 15:26,0,68.49.148.75,100,18477,1,10/19/20 15:26,R_3MyC5GAMOhzhdbn,,,,,42.23240662,-83.7016983,anonymous,EN,1355,100000,,2,,200,,1,2,7,4,6,2,20,2,50,5,6,7,5,3,3,5,5,3,6,6,6,2,6,4,5,3,5,3,3,3,6,6,6,5,6,3,6,6,3,6,6,6,6,6,5,6,6,3,5,2,4,4,5,5,5,4,5,5,5,5,5,167,31,31,2,4,3,3,3,6,5,11,15,17,18,18,15,25,14,6,,55,,Student38,Last38,Student38@umich.edu
10/19/20 15:45,10/19/20 15:54,0,73.144.56.89,100,578,1,10/19/20 15:54,R_3NDGueehGlmVcYZ,,,,,42.27090454,-83.72679901,anonymous,EN,6039,5000,2,,120,,,2,3,5,1,3,1,40,1,20,7,7,5,6,6,7,7,7,7,7,6,7,6,7,1,6,2,5,6,5,6,6,7,7,6,1,7,7,7,1,6,3,5,7,6,6,2,1,3,7,7,7,7,7,1,2,1,1,1,1,1,1,150,41,36,6,1,2,6,6,7,6,17,9,16,8,19,28,5,4,2,,39,,Student39,Last39,Student39@umich.edu
10/19/20 15:49,10/19/20 16:00,0,73.145.169.104,100,653,1,10/19/20 16:00,R_3NysSu5PM1dNA3s,,,,,42.28070068,-83.78009796,anonymous,EN,8235,5000,,1,,130,1,,2,7,4,7,2,18,2,70,4,5,6,5,3,6,7,7,5,5,5,7,2,6,3,3,4,5,4,5,6,6,6,7,7,3,3,6,6,2,6,6,5,3,6,6,5,3,2,4,5,3,5,5,4,5,4,5,6,6,5,5,160,36,32,2,3,4,4,6,6,7,9,8,18,13,18,18,27,13,5,,35,,Student40,Last40,Student40@umich.edu
10/19/20 15:36,10/19/20 17:06,0,99.9.114.226,100,5389,1,10/19/20 17:06,R_3EMtbL1Td3esaWn,,,,,42.28070068,-83.78009796,anonymous,EN,6076,300,1,,,120,,2,3,7,4,6,2,40,1,60,6,6,5,6,4,6,6,2,5,6,6,6,4,5,6,5,3,5,6,4,5,5,6,5,6,2,5,7,2,2,4,6,4,1,7,6,2,2,2,5,7,5,5,5,3,3,3,6,6,5,2,5,151,31,29,4,6,3,6,5,6,6,12,5,14,8,18,22,24,9,2,,76,,Student41,Last41,Student41@umich.edu
10/19/20 17:00,10/19/20 17:14,0,98.144.146.83,100,835,1,10/19/20 17:14,R_1IdeWca0uQOou24,,,,,42.7256012,-87.8588028,anonymous,EN,4898,200,1,,100,,1,,3,5,4,6,2,30,1,60,6,6,7,6,4,6,5,6,6,7,7,5,3,6,4,5,4,6,5,4,5,6,6,5,6,5,3,6,6,3,4,5,5,5,6,6,2,4,3,5,4,4,5,4,3,3,2,5,6,6,5,6,162,36,32,3,4,4,5,5,6,6,11,13,17,11,16,17,28,8,4,,98,,Student42,Last42,Student42@umich.edu
10/13/20 11:35,10/19/20 17:23,0,98.144.146.83,100,539303,1,10/19/20 17:23,R_3gOvvbQ9vHardfR,,,,,42.7256012,-87.8588028,anonymous,EN,4091,1500,,1,80,,,1,2,4,2,4,2,30,1,35,2,6,7,6,6,6,6,6,6,6,5,5,6,7,6,6,2,5,4,6,6,5,6,6,6,3,5,6,6,3,5,4,5,3,5,4,6,3,6,5,6,6,3,5,5,4,4,5,5,5,4,2,162,34,35,6,6,2,4,6,6,6,16,9,14,14,16,20,21,13,1,,91,,Student43,Last43,Student43@umich.edu
10/19/20 17:19,10/19/20 17:30,0,161.129.70.11,100,652,1,10/19/20 17:30,R_1jy342tyMRYCPhY,,,,,33.74850464,-84.38710022,anonymous,EN,6993,350000,,1,,170,2,,2,7,2,3,2,20,1,85,6,6,7,4,6,4,6,6,6,7,7,7,4,4,3,3,4,5,5,3,4,5,5,5,6,4,3,6,6,4,3,4,5,4,7,6,6,6,3,3,5,6,5,4,4,3,2,6,5,6,6,7,168,39,25,4,3,4,5,4,5,6,9,12,16,17,16,20,30,9,1,,93,,Student44,Last44,Student44@umich.edu
10/19/20 17:26,10/19/20 17:33,0,50.205.14.135,100,433,1,10/19/20 17:33,R_yUPsgW5rZkepKut,,,,,42.27090454,-83.72679901,anonymous,EN,4194,12000,1,,90,,1,,2,7,3,5,2,60,1,5,6,6,6,5,2,7,6,2,7,7,5,6,2,6,5,7,5,6,5,5,5,4,6,7,6,5,6,7,5,4,6,6,5,2,6,6,6,2,1,5,5,6,5,6,3,5,4,3,5,3,4,5,164,33,35,2,5,5,5,5,6,6,12,11,17,13,19,22,20,12,2,,94,,Student45,Last45,Student45@umich.edu
10/19/20 17:31,10/19/20 17:42,0,73.74.201.130,100,660,1,10/19/20 17:42,R_3CIXBFOSog6DlbG,,,,,42.05499268,-87.69509888,anonymous,EN,4959,250,2,,,125,,2,3,5,2,5,2,12,1,92,6,7,3,5,5,6,7,2,7,7,7,5,4,6,6,7,2,4,5,6,5,7,7,6,7,2,4,6,6,2,6,4,6,3,6,5,6,3,2,4,6,5,7,6,5,4,1,5,2,3,2,1,151,35,36,4,6,2,5,5,7,7,10,7,15,15,18,24,13,10,2,,59,,Student46,Last46,Student46@umich.edu
10/19/20 9:39,10/19/20 17:45,0,68.49.110.31,100,29170,1,10/19/20 17:45,R_2y8SDgmgoUpVbm0,,,,,42.28070068,-83.78009796,anonymous,EN,625,50000,,1,,150,,1,2,6,4,7,1,30,1,70,6,7,6,7,5,6,7,5,6,7,4,7,6,7,5,7,5,7,5,5,7,7,7,6,7,2,5,6,5,2,6,4,5,3,6,5,6,2,3,6,5,6,6,7,5,2,1,6,5,5,6,7,171,36,39,6,5,5,5,7,7,7,14,7,14,13,18,24,29,8,6,,25,,Student47,Last47,Student47@umich.edu
10/14/20 23:43,10/19/20 17:52,0,68.48.229.200,100,410981,1,10/19/20 17:52,R_1E4LVxxe19Y2jgG,,,,,42.27090454,-83.72679901,anonymous,EN,4890,238,,1,120,,2,,3,7,4,7,2,20,1,50,5,6,6,5,2,7,7,7,5,7,5,7,5,7,6,5,3,4,4,4,2,3,7,7,6,5,5,7,4,3,5,3,6,1,7,5,4,3,2,5,4,4,5,5,3,3,3,4,4,5,5,1,148,38,30,5,6,3,4,2,7,6,12,9,12,13,19,18,19,9,4,,90,,Student48,Last48,Student48@umich.edu
10/19/20 18:14,10/19/20 18:23,0,68.51.212.126,100,551,1,10/19/20 18:23,R_3gSqLbbY8hfgWVN,,,,,42.27090454,-83.72679901,anonymous,EN,991,10000,1,,110,,1,,2,7,2,5,2,40,1,39,4,6,7,6,6,5,6,5,6,6,6,6,6,5,6,4,2,4,5,4,3,6,6,6,3,3,5,7,5,1,7,5,4,2,7,2,2,2,1,5,5,4,7,6,3,4,4,2,2,1,1,1,135,35,29,6,6,2,5,3,6,3,11,6,12,8,21,22,7,11,4,,91,,Student49,Last49,Student49@umich.edu
10/19/20 18:25,10/19/20 18:33,0,98.144.146.83,100,470,1,10/19/20 18:33,R_3EydEGEQkWOJxyw,,,,,42.7256012,-87.8588028,anonymous,EN,9122,15000,1,,,90,,1,2,5,4,5,1,25,2,75,6,5,2,6,4,6,7,4,5,6,6,7,5,6,3,6,5,7,6,4,4,5,7,5,7,3,5,6,6,3,5,5,5,4,6,7,3,2,3,6,5,4,5,3,4,2,1,4,3,5,3,3,147,35,33,5,3,5,6,4,7,7,14,10,18,10,17,17,18,7,3,,22,,Student50,Last50,Student50@umich.edu
10/19/20 18:26,10/19/20 18:42,0,73.144.58.165,100,956,1,10/19/20 18:42,R_2rIdp8m8lyYEmTS,,,,,42.27090454,-83.72679901,anonymous,EN,7209,5985,,2,,120,,1,1,3,3,4,1,15,1,25,6,6,7,6,6,7,7,6,7,7,7,7,5,6,3,6,5,6,6,7,4,5,6,6,7,3,4,5,5,1,6,4,6,5,6,6,6,4,1,6,7,7,7,7,7,4,4,3,3,3,3,3,171,41,36,5,3,5,6,4,6,7,11,9,15,16,17,28,15,15,4,,9,,Student51,Last51,Student51@umich.edu
10/19/20 18:57,10/19/20 19:10,0,50.205.14.135,100,771,1,10/19/20 19:10,R_1M4gv9zKupS8fYs,,,,,42.27090454,-83.72679901,anonymous,EN,3355,5000,,1,130,,2,,3,5,3,7,2,25,2,75,3,5,7,5,2,6,5,7,1,4,2,6,3,7,4,6,1,5,3,6,1,6,5,5,2,6,2,5,7,5,5,5,6,6,5,5,3,7,2,5,1,2,2,3,2,5,3,7,7,7,7,6,156,25,35,3,4,1,3,1,5,2,9,17,17,16,15,8,34,10,4,,55,,Student52,Last52,Student52@umich.edu
10/19/20 19:05,10/19/20 19:20,0,76.214.139.8,100,872,1,10/19/20 19:20,R_3kKPRw4OksyNnqR,,,,,42.28070068,-83.78009796,anonymous,EN,2155,5000,1,,110,,1,,2,3,4,4,2,20,1,90,4,6,7,2,4,6,7,3,6,7,7,7,5,7,6,5,5,6,7,3,5,6,5,5,5,2,6,7,7,2,6,6,7,1,7,6,7,1,3,4,3,4,5,4,4,1,1,2,3,3,2,2,140,37,32,5,6,5,7,5,5,5,13,5,19,15,20,16,12,6,3,,55,,Student53,Last53,Student53@umich.edu
10/19/20 19:02,10/19/20 19:20,0,199.94.1.207,100,1085,1,10/19/20 19:20,R_3P489jMpalNdz3z,,,,,42.3289032,-71.11380005,anonymous,EN,5692,65000,1,,,165,,2,3,4,5,4,2,30,1,65,3,7,6,6,4,6,6,4,4,7,5,6,3,6,5,6,3,6,5,4,6,6,6,6,5,5,3,6,5,5,6,6,5,5,6,6,6,5,1,3,7,6,6,6,4,2,1,5,5,6,6,5,169,32,34,3,5,3,5,6,6,5,7,15,17,16,18,25,27,7,3,,92,,Student54,Last54,Student54@umich.edu
